episodio,desc,duracion_ms,id,imagen_url,fecha,episodio_url
123: Fresca como en esa esquina de Gesell,"Gracias a lo desprendidísimos que son los miembros del Country Club (podés sumarte en hoytrasnoche.com) Flor y Calu vieron DOS películas. Absolutamente nada las une y probablemente eso sea lo mejor. Anotá: Five Nights at Freddy's (2023) y The Pigeon Tunnel, el nuevo documental de Errol Morris. A eso sumale que entre una cosa y otra la coyuntura de la semana se convirtió en una especie de noticiero film bro. Eso incluye a David Fincher, Elon Musk, Megan Fox, los que hacen de Elvis y el que trató de burlarse de Scorsese. ",4442566,3Bg4xeW1XVAnCSGKSLI6Eb,https://i.scdn.co/image/ab6765630000ba8a46a75d7f8abfa0d3c02c7d35,2023-11-03,https://open.spotify.com/episode/3Bg4xeW1XVAnCSGKSLI6Eb
"122: No se va a electrocutar, ya sabe","La francesa Anatomy of a Fall (Anatomie d'une chute, 2023) se quedó afuera del Oscar pero no de este podcast, que es lo que realmente importa, ¿verdad? Scorsese sigue sumando redes sociales, los gen z quieren menos sexo en el cine, los negacionistas no pueden creer que te guste Argentina 1985 y Ari Aster dice que no entendimos Beau is Afraid. Santiago Calori y Fiorella Sargenti hablan de todo eso y algo más. 🐐 Entrá en hoytrasnoche.com para sumarte a la versión paga re mega ultra lujosa de este podcast 🐐",4525296,60IuL2R2bzQUQL1dwu0ToU,https://i.scdn.co/image/ab6765630000ba8aead0f33fe5e574130ab57503,2023-10-30,https://open.spotify.com/episode/60IuL2R2bzQUQL1dwu0ToU
121: Este es mi San Andreas,"Calu y Flor vieron Los Asesinos de la Luna (2023), la nueva de Scorsese y tienen cosas para decir. Esto incluye una retrospectiva (!) completa y defensa anti argumento film bros. Coyuntura: A Ridley Scott no le gustaron unas películas nuevas pero sí otras, Gwyneth Paltrow está en contra de la etiqueta “nepo baby”, la huelga de actores y Halloween y bueno ya es un montón. Ahora ya que estás podés entrar en hoytrasnoche.com y suscribirte. Gracias. 🖤",4953782,3hHXsoI3q7QtxNSjubb6Q9,https://i.scdn.co/image/ab6765630000ba8a20d4f25f306f90ab210a3f13,2023-10-20,https://open.spotify.com/episode/3hHXsoI3q7QtxNSjubb6Q9
120: La gente va a ver a Jason Fanacoa sin remera,"Calo y Flor vieron Good Boy (2022), una película noruega sobre un... ¿furry? Esto dispara una charla sobre qué hacer al descubrir determinadas cuestiones kinky en una primera cita y los peligros de usar peluche en determinados ámbitos jugosos. Sigue la huelga de actores, resulta que Will Smith y la mujer llevan años separados, Elon Musk metido en el rodaje de Aquaman 2, John Carpenter sobre Barbie y... qué sé yo qué más.  🐐 También nos encontrás en MATAR ESTÁ MAL, un podcast de intereses morbosos, y podés colaborar con todo este universo en hoytrasnoche.com 🐐",4315193,0OIIls24sOjBRrqvDIeWNp,https://i.scdn.co/image/ab6765630000ba8a89597419dc2e9863da215f2c,2023-10-13,https://open.spotify.com/episode/0OIIls24sOjBRrqvDIeWNp
119: Con el pelado de El Transportador,"Se estrenó una nueva de la saga Saw y se hizo lo que había que hacer. Calu y Flor no sólo hablan de El Juego del Miedo X (2023), también tratan de ¿rankear? ¿analizar? ¿distinguir? ¿ordenar? todas las películas de este universo creado por James Wan y Leigh Whannell.  Se discuten también cuestiones vinculadas con Glen Danzig y la política de los cines con respecto a hablar en medio de una función, la película seleccionada para representar a Argentina en los Oscar y Mean Girls en Tik Tok.   🐐 Si querés escuchar más podés suscribirte a la versión paga en hoytrasnoche.com 🐐",4922044,6rOGcz6IVa1uBBzln6ubxm,https://i.scdn.co/image/ab6765630000ba8a06ca962d39d41b8d2a9e0e55,2023-10-06,https://open.spotify.com/episode/6rOGcz6IVa1uBBzln6ubxm
118: Si yo voy a ver esta película vos también,"Una vez más Calu (Santiago Calori) y Flor (Fio Sargenti) reciben al Negro Martí. Nos ponemos de pie, aplaudimos y agradecemos.  El tema es que vieron Los Indestructibles 4 (Expend4bles, 2023). Y bueno, viejo, todo no se puede. Ah, y se terminó la huelga de guionistas así que tratamos de repasar algunos de los puntos más importantes, además de comentar varias de las cosas que viene diciendo Martin Scorsese en los últimos días.   🐐 Si esto te gusta podés pasar por hoytrasnoche.com 🐐",4855301,4y53XuXDwBfrnMdDNTzX7E,https://i.scdn.co/image/ab6765630000ba8ac89a11075720cc1c48a4c4a1,2023-09-29,https://open.spotify.com/episode/4y53XuXDwBfrnMdDNTzX7E
117: Te falta el vocoder y sos Magnetto,"La película de este episodio es Rotting in the Sun (2023) de Sebastián Silva. Muchos pitos, un perrito, una señora atribulada, un influencer perdido y otros mambos. Claro que hay coyuntura y, AH, ANUNCIO IMPORTANTE sobre *el otro podcast*.  🐐 Si querés más de todo esto pasá por hoytrasnoche.com 🐐  Conducen Fiorella Sargenti y Santiago Calori. ",4277446,6YL2H8K0xeMeAy0dqyAWw4,https://i.scdn.co/image/ab6765630000ba8a67a53558ea44c5012f1cdb99,2023-09-22,https://open.spotify.com/episode/6YL2H8K0xeMeAy0dqyAWw4
116: Hay un hilo rojo entre vos y los copitos,"Netflix estrenó El Conde (2023), la nueva película de Pablo Larraín en la que Pinochet es Drácula, y Flor y Calu la vieron. Es un título particularmente interesante para charlar (justo ahora), para pensar cómo y cuándo repasamos cinematográficamente la historia. En coyuntura tenemos un poco de Sean Penn, un poco de Drew Barrymore y otro poco de no sé qué.  Para cerrar: el caso Danny Masterson, Scientology, Ashton Kutcher, true crime. 🐐 Si querés más de todo esto pasá por hoytrasnoche.com 🐐",4973897,1lzaslzGmPKErx5vBr6jJC,https://i.scdn.co/image/ab6765630000ba8a3a00489627c4b8102d7f356e,2023-09-15,https://open.spotify.com/episode/1lzaslzGmPKErx5vBr6jJC
115: Es como coger con alguien que trabaja en el Puerto de frutos,"Con los actores de paro los directores siguen hablando, hablando y hablando. Por un lado David Fincher, Richard Linklater y Nicolas Winding Refn opinan de cosas. Por el otro en Venecia terminó el festival del cancelado, a Woody Allen lo aplaudieron y el tipo se metió a decir cualquier cosa mientras que Roman Polanski se fue goleado. Santiago Calori y Fiorella Sargenti también hablan del tema de Rotten Tomatoes y vieron una película que se llama Perpetrator (2023). 🐐 Si querés más de todo esto pasá por hoytrasnoche.com 🐐",4714501,3SJTwkPCBzAlMUSxPnXTh8,https://i.scdn.co/image/ab6765630000ba8af5745cd152998aaca022c75d,2023-09-08,https://open.spotify.com/episode/3SJTwkPCBzAlMUSxPnXTh8
114: Moyano o Mad Max,"Calo y Flor día se decidieron y vieron eeesssa película que tanto pedían: Háblame (Talk to Me) de Danny y Michael Philippou. 🤝 También encontrás alguna que otra charla sobre edadismo en la industria del entretenimiento, patrones de belleza destructivos, billonarios tristes y productores con delirio mesiánico. 🐐 Si querés más de todo esto pasá por hoytrasnoche.com 🐐",4841038,72f2za90l1aEwCUyxOW7ma,https://i.scdn.co/image/ab6765630000ba8afc03645b7d7d596a68ec8446,2023-09-01,https://open.spotify.com/episode/72f2za90l1aEwCUyxOW7ma
113: La que le sacó la nariz a Voldemort,"Este es un episodio de Hoy Trasnoche en el que SE HABLA DE UNA PELÍCULA DE SUPERHÉROES QUÉ ESTÁ PASANDO DIOS. Sí, es Blue Beetle pero a la vez más que eso porque también charlamos sobre Flash, James Gunn, cómo desvarió Marvel y más. Para saber si es joda o no vas a tener que escuchar.",4717087,7nK48l3gOkoAHoImA3Bkrq,https://i.scdn.co/image/ab6765630000ba8a4fa54f08f62905273dc98385,2023-08-25,https://open.spotify.com/episode/7nK48l3gOkoAHoImA3Bkrq
112: Lars Von Trier es Gerardo Romano con talento,"Esta semana tocó etiqueta “documental”: Bama Rush (2023) de Rachel Fleit y Beyond Human Nature (2023) de Michael Neelsen.  Como cuestiones varias también se charla sobre el reclamo sindical de la actriz de La Monja por el uso de su imagen, la polémica por la nariz de Bradley Cooper y la performance busca novia de Lars Von Trier. Si te gusta este podcast podés ayudar a que siga existiendo suscribiéndote en hoytrasnoche.com, ¿exagerados y tremendistas? Pero claro.",4836127,5t6rd6KmCtJ1Fhrm9w2V2V,https://i.scdn.co/image/ab6765630000ba8ae9114753f17a5443a440cc4a,2023-08-18,https://open.spotify.com/episode/5t6rd6KmCtJ1Fhrm9w2V2V
111: Se fue un gran amigo,"En este Ayer Trasnoche Santiago Calori y Fiorella Sargenti (aka Calu y Flor) homenajean al director William Friedkin. Sí, el de El Exorcista y Contacto en Francia, pero no eligieron ninguna de esas dos películas como eje así que mis-te-rio.Seguimos con la saga ""¿qué vio Paul Schrader?"" y tal vez aparece por ahí un ""devolvé la guita"" para Ridley Scott.(Si te gusta este podcast andá a hoytrasnoche.com y suscribite para escuchar contenido exclusivo, dale)",5110047,6LuA2Qqcg8UlAz8UAVEChK,https://i.scdn.co/image/ab6765630000ba8a3b80af6da82a0d064452d6ea,2023-08-11,https://open.spotify.com/episode/6LuA2Qqcg8UlAz8UAVEChK
110: Ese es el problema de la democracia,"En un episodio maratónico Calu y Flor se meten, de una forma u otra, con dos películas.  Hubo indignación, confusión y más pero no te vamos a decir cuales son, vas a tener que darle play.  Bah, no, a ver, pará, no digas nada pero una de ellas es La Noche del Demonio: La Puerta Roja, de Patrick Wilson. Por el mismo precio también te llevás una actualización sobre la huelga de actores y guionistas en Hollywood y una mini guerra civil: El Conjuro vs Insidious.",5197374,1yiU0DjQjfnL5uOHrQfqSW,https://i.scdn.co/image/ab6765630000ba8a80d9c904c7235ae51d513bff,2023-08-04,https://open.spotify.com/episode/1yiU0DjQjfnL5uOHrQfqSW
109: El festival de los arruinaguacho,"Calu (Santiago Calori) y Flor (Fio Sargenti) vieron Limbo, película australiana de Ivan Sen. Probablemente no la tenías en el radas, no te preocupes, es normal. Sigue algún que otro debate y cuestión sobre Barbenheimer, la huelga y ciertas invitaciones al Festival de Venecia. AH, ADEMÁS HAY UN ANUNCIO MEGA ULTRA CLAVE.",4373368,5KvDc261Drt3VL7NfkavHi,https://i.scdn.co/image/ab6765630000ba8aa8a5e2125a9649b886ea754e,2023-07-28,https://open.spotify.com/episode/5KvDc261Drt3VL7NfkavHi
108: Parece un video de Brazzers,"¿Hace cuánto que Flor viene hablando de Barbenheimer? LLEGÓ, NO TE LA PODÉS CREER. Obvio que hubo doble función y en este episodio se habla de Barbie de Greta Gerwig y Oppenheimer de Christopher Nolan. ¿Valió la pena la epopeya? No sé, escuchá que es gratis. La coyuntura sigue invadida por el Hollywood piquetero pero hay alguna que otra cosa más. Y VOLVIÓ SANTIAGO CALORI, SÍ, TODO ASÍ CAPS LOCK.",5563010,2yAid3vEBF9KDjlpfrIiqB,https://i.scdn.co/image/ab6765630000ba8aa3a0ee022a64b966ab2e00b6,2023-07-21,https://open.spotify.com/episode/2yAid3vEBF9KDjlpfrIiqB
El Show de Flor: Meando las puertas de Versalles,"Para el último episodio de esta tanda de especiales sin Santiago Calori Flor invitó a Guillermo Houdin -Mow-, bajista de Los Antiguos y gran ser humano en general, también conocido como su novio. La película elegida es Asteroid City (2023) de Wes Anderson y claro pero por supuesto cómo que no se habla largo y tendido del momento histórico que está atravesando Hollywood con la huelga de actores. Gracias por escuchar, ha sido un placer. ",4358060,7GHd0Q0hizxaxm78Ys16xm,https://i.scdn.co/image/ab6765630000ba8a2b5faa2438b00ee02f34de9f,2023-07-14,https://open.spotify.com/episode/7GHd0Q0hizxaxm78Ys16xm
"El Show de Flor: Ella tosió, yo tosí y nadie rio","Se ha dejado absolutamente todo para grabar este episodio así que más vale que lo escuches. Con faringitis y todo Flor grabó como se pudo porque sino después dicen que no es viernes si no hay Hoy Trasnoche y todo eso. Tenemos dos películas y dos invitados: Fer Mugica y José Tripodero. Periodistas, críticos de cine y colaboradores de la versión vip de Míralos Morir, el newsletter de un tal Santiago Calori. Lujo.  Hablamos de Are You There God? It's Me, Margaret (dirigida por Kelly Fremon Craig) y Sanctuary (Zachary Wigon). Coyuntura a rolete. Aparecen Russell Crowe, una versión ""a lo Spike Jonze"" del dinosaurio Barney, algo de historia de Warner Bros. y varias cuestiones más.  ¿Volvió Oti? Ah, misterio. ",4485041,7c3uPK1tTnNXhvIx8UUk9a,https://i.scdn.co/image/ab6765630000ba8ac6b4a61f2fb56d0850108daa,2023-07-07,https://open.spotify.com/episode/7c3uPK1tTnNXhvIx8UUk9a
El Show de Flor: qué pingo será un dial,"HOY ES VIER... bueno, ya saben. Flor recibe a su amiga Eli -tal vez la conozcan como @elisblack- para hablar de Indiana Jones y el Dial del Destino, dirigida por James Mangold. Tenemos a Hollywood que tal vez, quizás, quién sabe entra en una de las mayores crisis de su historia y la niñera Fran Drescher es la jugadora clave, un montón de argentinos que se suman para votar en los Oscar, John Landis y el estado de la industria más varias cosas más. Cómo te gustaría estar pagando esto para poder exigir que te devuelvan la guita hoy, eh, cómo sos. Andá a escuchar, querés. ",4300956,3RltL2ftFUQRBuh3aQRjsa,https://i.scdn.co/image/ab6765630000ba8afd55959450009765c8791e93,2023-07-01,https://open.spotify.com/episode/3RltL2ftFUQRBuh3aQRjsa
El Show de Flor: Wes Anderson no quiere ver tu video de mierda,"Santiago Calori decidió abandonar el país por motivos desconocidos, así que durante algunas semanas Hoy Trasnoche se convierte en El Show de Flor (y Oti, claro). En esta ocasión la acompaña un viejo amigo de la casa conocido como Luciano Banchero. La película seleccionada es Blackberry de Matt Johnson. No te hagas el que no sabés qué es un Blackberry porque vemos la demográfica así que SABEMOS TU EDAD.  En coyuntura hay una selección intensa con algunos personajes clásicos como Francis Ford Coppola, Wes Anderson y Christopher Nolan pero también aparece esta cuestión de que vendieron los Globos de Oro y la inteligencia artificial puede convertirse en nuestro nuevo dios todopoderoso. Ahora sólo te queda darle play. Gracias. ",4486870,2802DRJIbSVWV5OMBkIw7d,https://i.scdn.co/image/ab6765630000ba8a75f3ceed9bd6146b1e6908c0,2023-06-23,https://open.spotify.com/episode/2802DRJIbSVWV5OMBkIw7d
107: Tengo que hurgar un perro en Uruguay,"¡Llegó el día! Flor y Calu finalmente hablan de The Flash, la película de superhéroes más esperada delAHUDUEJK NO.  La que sí vieron es Beau is Afraid, la tercera de Ari Aster y bueno... sintieron muchas cosas, ¿qué decirte? Ya lo vas a escuchar. James Cameron estuvo en la Argentina y medio que se sintió emosidoengañado, a Netflix le salió bien lo de las contraseñas, Ben Affleck y Matt Damon vs Trump. Hay de todo, vos dale play, estrellitas y todas esas cosas así comemos caliente. Gracias.",4899709,5pIjiSWwFOmpAJT7yvlVYf,https://i.scdn.co/image/ab6765630000ba8a3374d6b945ca664b050f5ece,2023-06-16,https://open.spotify.com/episode/5pIjiSWwFOmpAJT7yvlVYf
106: Con el CBU abierto,"Bienvenidos a un nuevo episodio de esto que probablemente sea el único podcast de cine y cosas del mundo mundial. En esta ocasión Santiago Calori y Fiorella Sargenti (más Oti) charlan sobre la nueva película de Paul Schrader: El Maestro Jardinero (Master Gardener, 2023). Además tenés algún que otro devuelvan la guita, La Niñera sindicalista, cine y censura, Nolan y Oppenheimer, etc. Vos le das play y nosotros decimos gracias.",4257541,5sZ8ZZAygLI3aTwh1gg9zm,https://i.scdn.co/image/ab6765630000ba8aa9e9a65860106a1659e0a5ef,2023-06-09,https://open.spotify.com/episode/5sZ8ZZAygLI3aTwh1gg9zm
105: Un mondongo adentro de una pelota,"Tarantino tuvo una semana movida y este podcast también. La cantidad de coyuntura y material es realmente impresionante. Fiorella Sargenti (Flor) y Santiago Calori (Calu) también te traen una película, claro. Es Reality, dirigida por Tina Satter y protagonizada por Sydney Sweeney.  Play y coso.",4740048,0RdEqcDC7SS5kBGcqKaPCs,https://i.scdn.co/image/ab6765630000ba8aa2882252f2e8a812ba291286,2023-06-02,https://open.spotify.com/episode/0RdEqcDC7SS5kBGcqKaPCs
104: Le sacaste el riñón a uno que necesitaba el trasplante,"Santiago Calori y Fiorella Sargenti investigan sesudamente el misterio detrás de las extensas ovaciones de pie en Cannes en un nuevo y apasionante episodio del único podcast del mundo mundial.  Después hablan de alguna que otra cosita hasta que llega la película elegida: Mantícora, del español Carlos Vermut. Ahora te toca darle play y hacerlos millonarios. Listo, buenísimo.",5513900,6YYBV3AleVgpnZYBVD2hyA,https://i.scdn.co/image/ab6765630000ba8abec0d60d163abdf047bde33d,2023-05-26,https://open.spotify.com/episode/6YYBV3AleVgpnZYBVD2hyA
103: Greta Thunberg es la Juan Carr de ellos,"-¿La película? Sisu, una especie de John Wick finlandesa.  Pero qué decirles, hay una parva de cosas extra, que van desde Johnny Depp en Cannes, la pelea de Disney con el gobernador de Florida y, por algún motivo misterios, bandas punk con ideologías reprochables. No te lo puedo explicar porque no vas a entender así que dale play y eso.",4300892,6auoxtLgQ0SrKOGXSU804y,https://i.scdn.co/image/ab6765630000ba8aa0575b1876d261ec90e42434,2023-05-19,https://open.spotify.com/episode/6auoxtLgQ0SrKOGXSU804y
102: Menos timing que el Mono Mario,"¿Ya vieron Misántropo, la nueva película de Damián Szifrón?  Bueno, Santiago Calori y Fiorella Sargenti sí (ah, re serios, qué les pasaba).  Atención porque puede que haya pleito. Obviamente siguen con lo de la huelga de guionistas de Hollywood, que está cada vez más picante. Escuchalo o te spoilean El Padrino. (Nota al pie: este podcast no comulga con esa definición de spoiler)",4705044,2XpHAEMXooZxrMGavMvgCX,https://i.scdn.co/image/ab6765630000ba8ac92bd391b43988dfa646be34,2023-05-12,https://open.spotify.com/episode/2XpHAEMXooZxrMGavMvgCX
101: Es como caminar sobre cáscaras de huevo,"Como te veníamos adelantando (ay, ellos) arrancó la huelga del sindicato de guionistas en Hollywood. En este episodio explicamos un poco de qué se trata, qué pasó la última vez y qué consecuencias podría traer esta. Tenemos la aparición de una nueva nepobaby, un devuelvan la guita local pero posiblemente fake y Roman Polanski (¡otra vez!). Además Calu y Flor vieron la de Gladiador Exorcista, también conocida como El Exorcista del Papa, y puede que haya controversia y polémica. AH PERO VAS A TENER QUE ESCUCHAR PARA ENTERARTE.",5236845,2idVUeOL7ohSuKvQYfYQd5,https://i.scdn.co/image/ab6765630000ba8a82a32f117c470f2f934bea60,2023-05-05,https://open.spotify.com/episode/2idVUeOL7ohSuKvQYfYQd5
El episodio 100,Llegó. Acá lo tenés. ¿Qué pasa? ¿Tenés miedo de darle play?,1173397,43meeO7lYgx3dpdt3CA3HK,https://i.scdn.co/image/ab6765630000ba8a386ddaac5293b089c7d731c0,2023-05-01,https://open.spotify.com/episode/43meeO7lYgx3dpdt3CA3HK
Tuvieron dos hijos influencers de cine,"Exceso de coyuntura, exceso de gore mainstream. Calu y Flor (aka Santiago Calori y Fio Sargenti) vieron Renfield y Evil Dead: El Despertar. ¿Sensaciones? Vas a tener escuchar, pero claro.  En cuanto a lo noticioso acá vas a encontrar algo sobre las nuevas estrategias de distribución en Hollywood, qué es CinemaCon, dos hermanos españoles que reclaman que los dejen casarse, Alec Baldwin y una especie de comedia meta con estrellas “polémicas” y más. Eso es todo por ahora. Gracias.",4824920,6xCTkH8XdUuLIJJulGodKC,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-04-28,https://open.spotify.com/episode/6xCTkH8XdUuLIJJulGodKC
El Aleph con Pablo y Pachu,"Este podcast elige una película por semana y se compromete a dedicarle el episodio aunque no le haya gustado a Calu y Flor. Hay semanas en las que sale bien, hay semanas en las que sale mal. ADIVINÁ QUÉ PASÓ. No pensamos decirles el título ni nada, vas a tener que darle play y chusmear vos mismo. Ah, y no hay coyuntura porque Fio Sargenti decidió hacer paro como los guionistas de Hollywood. O tal vez sí hay. Bueno, no sabemos bien, fijate. Si te interesa todo esto seguimos en @filmejuntoalpueblo (Instagram). Nos vemos el viernes que viene… probablemente, qué sé yo, ni idea, puede ser.",4695875,6P0sr6E7pixtaNnjdfUzKP,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-04-21,https://open.spotify.com/episode/6P0sr6E7pixtaNnjdfUzKP
Puntos suspensivos es sinónimo de coger,"¿Es acaso este un podcast de zapatillas? No, pero esta vez un poco sí. Flor y Calu hablan de Air, la nueva película de Ben Affleck en la que cuentan la historia detrás del arreglo entre Nike y Michael Jordan.  La coyuntura nos lleva para el lado de HBO Max (#blessed) y el debate de qué es premium y qué no, por qué Tarantino no pone escenas de sexo en sus películas y cuán argentina es realmente la ex de DiCaprio. Woody Harrelson y Matthew McConaughey: ¿descubrieron que son hermanos bastardos o simplemente están chiveando un nuevo curro? Temazos la verdad, eh. Nos escuchás acá y podés seguirnos en Instagram si buscás @filmejuntoalpueblo.",4781714,3oA0P6ZOCi2tyKMFP7Nj0C,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-04-14,https://open.spotify.com/episode/3oA0P6ZOCi2tyKMFP7Nj0C
En ninguna situación el esperma de un hijo debe estar adentro de una madre,"Hola, somos un podcast de cine. Santiago Calori y Fiorella Sargenti hablan de una película en particular, de algunas cuestiones noticiosas y algún que otro capricho. A veces sale bien, a veces no tanto. En este episodio comentan Boksoon Debe Morir, una producción coreana distribuida por Netflix. En el picoteo coyunturesco aparecen John Leguizamo y Super Mario, cambios en las reglas de los Oscar, Gwyneth Paltro y el juicio más blanco de la historia, el tráiler de Barbie y andá a saber qué cosa más.  Ojo, George Lucas, porque en El Club de los Divorciados comienza su historia de amor y desamor con Marcia, su primera esposa. Play, estrellitas, corazón, guita y todo eso. Gracias.",5249488,7a6llfoTFjyOThel9KxRZg,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-04-07,https://open.spotify.com/episode/7a6llfoTFjyOThel9KxRZg
Podés ver Elsa y Fred o podés ver John Wick 4,"Santiago Calori y Fiorella Sargenti en un sentido homenaje a Keanu Reeves y su legado como hombre de acción. O sea, hablan de John Wick. La nueva, la saga entera, las influencias y lo que dicen que se viene. La coyuntura es breve pero suculenta: ¿es acaso Argentina la culpable del gran escándalo hollywoodense actual? Victoria Alonso, Marvel y cómo tratar de leer este tipo de noticias. Además hablamos de UNA DE LAS MEJORES PELÍCULAS DEL AÑO, pero vas a tener que escuchar el episodio para enterarte de cuál es. Si querés más vas a Instagram y buscás @filmejuntoalpueblo. Ahora sí, buen provecho.",4827193,7i6w2DQ1cVydQqg005KquV,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-03-31,https://open.spotify.com/episode/7i6w2DQ1cVydQqg005KquV
El buttplug y el juguete de perro son intercambiables,"AGHJKLLLRRRKASARRRRRR. O sea, traduciendo a Cocaine Bear: ¡al fin viernes, viejo! Hay un nuevo episodio de Hoy Trasnoche con coyuntura por demás suculenta (nueva generación de nepo babies Coppola, Tom Cruise ama una película de la competencia, etc) + Calo y Flor celebrando la llegada de Oso Intoxicado. Caos, humor, gore, ¿qué decirles?  Por acá está el botoncito de play, ya sabés cómo sigue la cosa.",4552515,0gmziX1UnNtzahl0hbRtXa,https://i.scdn.co/image/ab6765630000ba8af267063bc54e92d6533c1d67,2023-03-24,https://open.spotify.com/episode/0gmziX1UnNtzahl0hbRtXa
Pobrecita: es bruta,"¿Te acordás de esa que se llamaba Searching? Bueno, ahora hay una que se llama Missing (acá le pusieron Desconectada). Calo y Flor la vieron. También hablan sobre la copa que ""perdimos"", la ¿última? película de Tarantino, posible plagio al hijo de Barry Levinson y más cosas que ya ni se acuerdan. Para cerrar: El Club de los Divorciados con Steven Spielberg y AVANT PREMIERE DE OSO INTOXICADO. De nada.",5691219,3z6UQciVmiOCY1bffilZ2u,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-03-17,https://open.spotify.com/episode/3z6UQciVmiOCY1bffilZ2u
Todos somos la segunda marca de alguien,"Lo esperabas, lo pedías, acá está: el capítulo de La ballena (The Whale, 2022). Calu y Flor se meten con el regreso de Brendan Fraser, la carrera de Darren Aronofsky, pizza con mayonesa sí o no y todas esas cosas. Bueno, claro, además parece que se vienen los Oscar así que se habla un poco del tema, sobre todo porque estamos esperando ESE resultado. En coyuntura tenemos un poco de Nic Cage, otro poco de Michelle Yeoh y su campaña dudosa, Linklater y un rodaje de 20 años, etc. Sale ese play, perfecto, sí, bárbaro.",4703843,3WmzJOmyRzZBrfbjDENDQ7,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-03-10,https://open.spotify.com/episode/3WmzJOmyRzZBrfbjDENDQ7
No me sale lo femenino,"Finalmente se les dio y Flor y Calu pueden hablar de las dos películas que querían emparejar desde hace rato: Ella dijo (She Said, 2022) de Maria Schrader y Ellas hablan (Women Talking, 2022) de Sarah Polley.  Además tenés como una hora de coyuntura en la que se comentan novedades de la entrega de los Oscar, el jetlag de Chris Pine, Donnie Yen contra los estereotipos asiáticos y puede que alguna cosa como Anama Ferreyra contra Poroto Cubero.  This is agarrar la pala.",5887817,7h0N28XbbhJ2NkIU62ONNW,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-03-03,https://open.spotify.com/episode/7h0N28XbbhJ2NkIU62ONNW
Sarah Connor: mamá luchona,"Llegó una de esas películas que Calu y Flor estaban esperando con muchas ganas. En este capítulo hablan de Infinity Pool (2023), dirigida por Brandon Cronenberg, uno de los nepobabies favoritos de la casa. La coyuntura incluye una comparación de alturas entre Ricardo Darín y Tom Cruise, la prueba de Marc Maron para Avatar 2, Kristen Stewart -presidenta del jurado de la Berlinale- que no puede mencionar ni una película europea que le guste, sigue el mambo de los Oscar y ya que estamos despedimos el acento de Elvis de Austin Butler. Para cerrar Flor abrió su Club de los Divorciados con la historia de James Cameron, el hombre que jamás estuvo soltero. A esto le das play. No, de nada. ❤️",5457841,2PUcIhb1Gd479AbMmO9bCM,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-02-17,https://open.spotify.com/episode/2PUcIhb1Gd479AbMmO9bCM
Los ángeles de la droga,"Dos fijas: el que puso dólares recibirá dólares y los viernes sale Hoy Trasnoche. Por eso acá tenés a Calu, Flor y Oti hablando sobre cin… bueno, tampoco vamos a mentirte. La cosa arranca con la muerte de Rodrigo, Walter Olmos, cumbia villera vs cuarteto, ruleta rusa y true crime patagónico. ¡Ah, pero después! Coyuntura de la que te gusta: habló Armie Hammer, cines con precio diferenciado por ubicación, ¿muere o no muere HBO Max? y más. La película, sí, porque hay una pelícua, no te la podés creer, es la biopic Quiero bailar con alguien (Whitney Houston: I Wanna Dance with Somebody, 2022) de Kasi Lemmons. Se vuelve a hablar de Bohemian Rhapsody, claro. Dijo Flor que acá arrancaba la saga El Club de los Divorciados pero andá a saber.",5181466,5qVGUbXCnhQA1m0jLR9Q8t,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-02-10,https://open.spotify.com/episode/5qVGUbXCnhQA1m0jLR9Q8t
¿Esto se puede coger?,"Y es de esta manera que estamos otra vez en viernes y como todos los viernes sin excepción hay un nuevo episodio de Hoy Trasnoche. En esta ocasión, Flor y Calu (Oti estaba con calores y el chico de redes también) se meten en las coyunturas más variadas que empiezan con el el VHS que dicen que separó a los Redondos, que nos lleva a hablar de cómo funciona el cerebro de Flor, que nos lleva a un intento de paralizar candidatas al Oscar con participantes de Gran Hermano, que nos lleva a volver a hablar porque sigue la cantinela con la de Mandy nominada a mejor actriz, al anuncio de incluso otra película de Roman Polanski y Venecia y Cannes peleándose por no agarrarla, al reality show de Stallone con las hijas y hasta la biopic de Michael Jackson. Y vos dirás ""Bueno, muy completo"" pero no: aún hay más, porque vieron una película. La elegida es Sick (2022) de John Hyams. Y parecería que ahí está, pero Flor medio que metió un capricho con una reseña que nadie le pidió de Espíritus de la isla (The Banshees of Inisherin, 2022) de Martin McDonagh. Y ahí sí. Listo. No pidas más. O poner guita.",4988316,2KVgbJ6bZbO7JRT7DgaKTA,https://i.scdn.co/image/ab6765630000ba8abaa3d3d11cacec563684cf58,2023-02-03,https://open.spotify.com/episode/2KVgbJ6bZbO7JRT7DgaKTA
