episodio,pelicula,pelicula_año,link_letterboxd,fecha,imagen_url,duracion_ms,tipo,episodio_url
177: Joker sos un fracasado hasta Venom progresa más que vos,Emilia Pérez,2024,https://letterboxd.com/film/emilia-perez/,2024-11-22,https://i.scdn.co/image/ab6765630000ba8a0be183c0bd893f49da073dbe,5357165,gratis,https://open.spotify.com/episode/1ezuACxPiz2rUKsni7mNGy
176: Me gustaría saber la opinión de Momo de esta película,Megalopolis,2024,https://letterboxd.com/film/megalopolis-2024/,2024-11-15,https://i.scdn.co/image/ab6765630000ba8a387977dee48125559517e0f7,5703235,gratis,https://open.spotify.com/episode/0vaY8f6BzINKEklIj3gtUH
"175: Salió, como dirían los nenazis, a tirar ""factos""",A Different Man,2024,https://letterboxd.com/film/a-different-man/,2024-11-08,https://i.scdn.co/image/ab6765630000ba8afd234506098b77953bc4e94c,4403382,gratis,https://open.spotify.com/episode/4H58Fx5yai77in0ZTeeV2I
174: Una Lindsay Lohan con la peor de las ondas feat Cristian Ponce,Abraço de Mãe,2024,https://letterboxd.com/film/a-mothers-embrace/,2024-11-01,https://i.scdn.co/image/ab6765630000ba8a824c7f69a5012fe3211e8c41,5814700,gratis,https://open.spotify.com/episode/31wICTriKW75U1x1Vbsyih
173: Luis con lo único que es intransigente es con la droga,Smile 2,2024,https://letterboxd.com/film/smile-2-2024/,2024-10-25,https://i.scdn.co/image/ab6765630000ba8adf43e48189fe4ca1d3ef119c,4844930,gratis,https://open.spotify.com/episode/4OIL8CrUOyH2Y8ZaQL2nZs
172: Es como si se hubiera muerto AJ de los Backstreet Boys,It’s What’s Inside,2024,https://letterboxd.com/film/its-whats-inside/,2024-10-18,https://i.scdn.co/image/ab6765630000ba8a890c843dad3b7d152ad324bd,4347951,gratis,https://open.spotify.com/episode/6daG7vtu4T00Uu4OTHCpm3
171: Si te querés permitir una nueva experiencia subite a una bicicleta,El jockey,2024,https://letterboxd.com/film/kill-the-jockey/,2024-10-11,https://i.scdn.co/image/ab6765630000ba8ae9c181c7dc9872411ab5eb41,4851408,gratis,https://open.spotify.com/episode/5AZlJgcJMuh9EDDdpDmty0
"170: Él hubiera visto la película de Sandra, pero ya estaba chinchudo feat. el Negro Martí",Joker: Folie à Deux,2024,https://letterboxd.com/film/joker-folie-a-deux/,2024-10-04,https://i.scdn.co/image/ab6765630000ba8a292623f9f5d4937981a8623f,4688770,gratis,https://open.spotify.com/episode/0y0F5cQTwqJLbFJEBCE2Fg
"169: Un Jesús basado, que tiene tilde azul en Twitter y es su propio jefe",Blink Twice,2024,https://letterboxd.com/film/blink-twice/,2024-09-27,https://i.scdn.co/image/ab6765630000ba8aed7a8d5cf6b23bf871e9b533,4330057,gratis,https://open.spotify.com/episode/12YxOeNOxzTjcRceHhyYM8
"168: Y Alberto le decía ""Vamos a ver la película del hachero""",Cuckoo,2024,https://letterboxd.com/film/cuckoo-2024/,2024-09-20,https://i.scdn.co/image/ab6765630000ba8a1757c88b22047cf908373c20,4434416,gratis,https://open.spotify.com/episode/5j5RCrUlyvTvvXsgrOeq2T
"167: Esperemos que se estrene, no la vea nadie y se termine todo este lore",Rebel Ridge,2024,https://letterboxd.com/film/rebel-ridge/,2024-09-13,https://i.scdn.co/image/ab6765630000ba8a6050b0c00ee7b96fcca0e66b,4826697,gratis,https://open.spotify.com/episode/3OwG0mbw7jsxah1iDXVsV3
Hoy Trasnoche: Primera función,Logan,2017,https://letterboxd.com/film/logan-2017/,2017-04-17,https://i.scdn.co/image/ab6765630000ba8a8b722cfa80bb5e13ff37538d,2524989,gratis,https://open.spotify.com/episode/5ceIa28JqMUOo3cwU8K5jG
Hoy Trasnoche: Segunda función,Get Out,2017,https://letterboxd.com/film/get-out-2017/,2017-05-12,https://i.scdn.co/image/ab6765630000ba8af8e53e22ecb28c6808d638a5,2311063,gratis,https://open.spotify.com/episode/62eu5YNCZzxKe8kcPRCZrA
Hoy Trasnoche: Tercera función,Alien: Covenant,2017,https://letterboxd.com/film/alien-covenant/,2017-05-19,https://i.scdn.co/image/ab6765630000ba8a1059574ea7e1105bcaa64b9f,2664102,gratis,https://open.spotify.com/episode/5vkz2izCZDV7spoitC05iw
Hoy Trasnoche: Cuarta función,Dirty Dancing,1987,https://letterboxd.com/film/dirty-dancing/,2017-05-25,https://i.scdn.co/image/ab6765630000ba8a3824de47ad90efcec93742f7,2627381,gratis,https://open.spotify.com/episode/2PJsjhFMVg8JvW9nYPdjnA
Hoy Trasnoche: Cuarta función,Possession,1981,https://letterboxd.com/film/possession/,2017-05-25,https://i.scdn.co/image/ab6765630000ba8a3824de47ad90efcec93742f7,2627381,gratis,https://open.spotify.com/episode/2PJsjhFMVg8JvW9nYPdjnA
Hoy Trasnoche: Quinta función,Colossal,2016,https://letterboxd.com/film/colossal-2016/,2017-06-02,https://i.scdn.co/image/ab6765630000ba8aa1b9326600043395226451e9,2550268,gratis,https://open.spotify.com/episode/5Ab1dWIxZnpK9ooRlzHhPB
Hoy Trasnoche: Sexta función,El bar,2017,https://letterboxd.com/film/the-bar/,2017-06-09,https://i.scdn.co/image/ab6765630000ba8af82269bf67dab2770f958dab,2583809,gratis,https://open.spotify.com/episode/0Nu4ttMvpM9aqWoLinYbq6
Hoy Trasnoche: Séptima función,Raw,2016,https://letterboxd.com/film/raw-2016/,2017-06-16,https://i.scdn.co/image/ab6765630000ba8acab6c3fe104fbda3b26774ba,2339371,gratis,https://open.spotify.com/episode/24BB28brkxSeq7meU5hsV6
Hoy Trasnoche: Anteúltima función,It Comes at Night,2017,https://letterboxd.com/film/it-comes-at-night/,2017-07-07,https://i.scdn.co/image/ab6765630000ba8a7fffa2f603c55cdb47011d4a,2209857,gratis,https://open.spotify.com/episode/1rPeRPjxk9GHNd1rhOmdXv
Hoy Trasnoche: Última función,Okja,2017,https://letterboxd.com/film/okja/,2017-07-14,https://i.scdn.co/image/ab6765630000ba8a8af9c281d4622e0d026dca5f,4101960,gratis,https://open.spotify.com/episode/6gaIFf94JUjoQMJsCLdUPD
3: 124 enanos en un hotel,The Beguiled,2017,https://letterboxd.com/film/the-beguiled-2017/,2017-10-27,https://i.scdn.co/image/ab6765630000ba8ad90643737b7bf280dd059888,2943897,gratis,https://open.spotify.com/episode/2dgmAbdTCPkCZ0nCMUnpF5
"4: ""Basado en una historia real""",Jigsaw,2017,https://letterboxd.com/film/jigsaw-2017/,2017-11-03,https://i.scdn.co/image/ab6765630000ba8a1cf74c679a54ce8eba749bfa,3250992,gratis,https://open.spotify.com/episode/1KNlMUfousuqQiP8KiTNpB
"4: ""Basado en una historia real""",American Made,2017,https://letterboxd.com/film/american-made/,2017-11-03,https://i.scdn.co/image/ab6765630000ba8a1cf74c679a54ce8eba749bfa,3250992,gratis,https://open.spotify.com/episode/1KNlMUfousuqQiP8KiTNpB
5: Empujados a la delincuencia,Murder on the Orient Express,2017,https://letterboxd.com/film/murder-on-the-orient-express-2017/,2017-11-10,https://i.scdn.co/image/ab6765630000ba8a864233922391777f4253c358,3024223,gratis,https://open.spotify.com/episode/1Bb0ztDVObtkpLDv3lPlye
5: Empujados a la delincuencia,Paterson,2016,https://letterboxd.com/film/paterson/,2017-11-10,https://i.scdn.co/image/ab6765630000ba8a864233922391777f4253c358,3024223,gratis,https://open.spotify.com/episode/1Bb0ztDVObtkpLDv3lPlye
6: El capítulo videoclub,Ingrid Goes West,2017,https://letterboxd.com/film/ingrid-goes-west/,2017-11-17,https://i.scdn.co/image/ab6765630000ba8ac3d022041144a8f9c544b51c,3109121,gratis,https://open.spotify.com/episode/6g29bzq11KWHxFZnaTI6og
6: El capítulo videoclub,Super Dark Times,2017,https://letterboxd.com/film/super-dark-times/,2017-11-17,https://i.scdn.co/image/ab6765630000ba8ac3d022041144a8f9c544b51c,3109121,gratis,https://open.spotify.com/episode/6g29bzq11KWHxFZnaTI6og
7: Racista bien,The Villainess,2017,https://letterboxd.com/film/the-villainess/,2017-11-24,https://i.scdn.co/image/ab6765630000ba8a5d7b8f51bf8fc4090fc317e5,3812390,gratis,https://open.spotify.com/episode/3tCbQa51aglbPwYXgAtZWP
7: Racista bien,Suburbicon,2017,https://letterboxd.com/film/suburbicon/,2017-11-24,https://i.scdn.co/image/ab6765630000ba8a5d7b8f51bf8fc4090fc317e5,3812390,gratis,https://open.spotify.com/episode/3tCbQa51aglbPwYXgAtZWP
7: Racista bien,Soy tu karma,2017,https://letterboxd.com/film/soy-tu-karma/,2017-11-24,https://i.scdn.co/image/ab6765630000ba8a5d7b8f51bf8fc4090fc317e5,3812390,gratis,https://open.spotify.com/episode/3tCbQa51aglbPwYXgAtZWP
8: Las pesadillas de Calu y Flor,Happy Death Day,2017,https://letterboxd.com/film/happy-death-day/,2017-12-01,https://i.scdn.co/image/ab6765630000ba8ac028c713d37d6eb25518c6c5,3152354,gratis,https://open.spotify.com/episode/78A15oYcFTWyoxkQaN7Cgd
8: Las pesadillas de Calu y Flor,Battle of the Sexes,2017,https://letterboxd.com/film/battle-of-the-sexes-2017/,2017-12-01,https://i.scdn.co/image/ab6765630000ba8ac028c713d37d6eb25518c6c5,3152354,gratis,https://open.spotify.com/episode/78A15oYcFTWyoxkQaN7Cgd
9: Quiste dermoide sacrocoxigeo,Good Time,2017,https://letterboxd.com/film/good-time/,2017-12-15,https://i.scdn.co/image/ab6765630000ba8a808266dab432530ffe2dd709,3343230,gratis,https://open.spotify.com/episode/2VMWRgLkrA4XKS4miIT2PT
10: El cumple de Flor,The Disaster Artist,2017,https://letterboxd.com/film/the-disaster-artist/,2017-12-22,https://i.scdn.co/image/ab6765630000ba8adcf09b1cf4082efe51301b2d,2806048,gratis,https://open.spotify.com/episode/0iqQpjaFAnVFshcM1nRTNW
12: Los directores las prefieren menores,Jeepers Creepers 3,2017,https://letterboxd.com/film/jeepers-creepers-3/,2018-01-05,https://i.scdn.co/image/ab6765630000ba8adb3620e5aaadbe7e3336487c,3758995,gratis,https://open.spotify.com/episode/3BWkAJ8DCvvtSzOydyfgkX
12: Los directores las prefieren menores,Wonder Wheel,2017,https://letterboxd.com/film/wonder-wheel/,2018-01-05,https://i.scdn.co/image/ab6765630000ba8adb3620e5aaadbe7e3336487c,3758995,gratis,https://open.spotify.com/episode/3BWkAJ8DCvvtSzOydyfgkX
12: Los directores las prefieren menores,"I Love You, Daddy",2017,https://letterboxd.com/film/i-love-you-daddy/,2018-01-05,https://i.scdn.co/image/ab6765630000ba8adb3620e5aaadbe7e3336487c,3758995,gratis,https://open.spotify.com/episode/3BWkAJ8DCvvtSzOydyfgkX
13: Desearás a la película de Pampita,Desearás al hombre de tu hermana,2017,https://letterboxd.com/film/desire-2017/,2018-01-19,https://i.scdn.co/image/ab6765630000ba8a507be2c2379df1964b2ad4bc,3244383,gratis,https://open.spotify.com/episode/37z356k5vYfT3HmEeCjrXL
2: Cine y represores muertos,"I, Tonya",2017,https://letterboxd.com/film/i-tonya/,2018-03-08,https://i.scdn.co/image/ab6765630000ba8ad08c3d0929b1f0512c77b3da,2901082,gratis,https://open.spotify.com/episode/3HGl3ZAhnoKkuPWpg2yqTz
3: SEX,Annihilation,2018,https://letterboxd.com/film/annihilation/,2018-03-16,https://i.scdn.co/image/ab6765630000ba8af6e00ccb522b862e3e77e4ac,2979580,gratis,https://open.spotify.com/episode/4izItWVTRJDarAbZ83PxzL
3: SEX,Phantom Thread,2017,https://letterboxd.com/film/phantom-thread/,2018-03-16,https://i.scdn.co/image/ab6765630000ba8af6e00ccb522b862e3e77e4ac,2979580,gratis,https://open.spotify.com/episode/4izItWVTRJDarAbZ83PxzL
4: Cine intracorporal,Ready Player One,2018,https://letterboxd.com/film/ready-player-one/,2018-03-30,https://i.scdn.co/image/ab6765630000ba8a9076a058f20d32e56d013f8c,3207603,gratis,https://open.spotify.com/episode/5dchfwDsdAOPPuyTFK2r8v
4: Cine intracorporal,The Florida Project,2017,https://letterboxd.com/film/the-florida-project/,2018-03-30,https://i.scdn.co/image/ab6765630000ba8a9076a058f20d32e56d013f8c,3207603,gratis,https://open.spotify.com/episode/5dchfwDsdAOPPuyTFK2r8v
5: Tumores cerebrales mutantes,A Quiet Place,2018,https://letterboxd.com/film/a-quiet-place-2018/,2018-04-06,https://i.scdn.co/image/ab6765630000ba8a9b8c4a26cec75f57ee2535f7,2504595,gratis,https://open.spotify.com/episode/21iWjcTxZX853Qy8aWFxlA
6: Un episodio de 20 minutos para una película de 4 horas,Historias extraordinarias,2008,https://letterboxd.com/film/extraordinary-stories/,2018-04-13,https://i.scdn.co/image/ab6765630000ba8ab9bbd3602f695fbe50b6b3b0,1277781,gratis,https://open.spotify.com/episode/2BkTi0k3q1JtcBdl9Uua5L
7: Floja de estrenos,La Flor,2018,https://letterboxd.com/film/la-flor/,2018-04-23,https://i.scdn.co/image/ab6765630000ba8a0ffd00468a2314cdee92890d,3559550,gratis,https://open.spotify.com/episode/6DjIpmBTCj5XrKNWMnrvmi
8: La policía agradecida,Shallow Grave,1994,https://letterboxd.com/film/shallow-grave/,2018-04-27,https://i.scdn.co/image/ab6765630000ba8afd2f3b9f6f85d8976093e109,3074195,gratis,https://open.spotify.com/episode/5p1yIApTCI6ZztZZoJOVxv
8: La policía agradecida,The Beach,2000,https://letterboxd.com/film/the-beach/,2018-04-27,https://i.scdn.co/image/ab6765630000ba8afd2f3b9f6f85d8976093e109,3074195,gratis,https://open.spotify.com/episode/5p1yIApTCI6ZztZZoJOVxv
9: El test Bruce Willis,Based on a True Story,2017,https://letterboxd.com/film/based-on-a-true-story-2017/,2018-05-04,https://i.scdn.co/image/ab6765630000ba8a541982b33e3e24a263f37bdf,3124455,gratis,https://open.spotify.com/episode/0Y4tKLBly5hpXVXLEAQR56
10: Puma de bengala,You Were Never Really Here,2017,https://letterboxd.com/film/you-were-never-really-here/,2018-05-13,https://i.scdn.co/image/ab6765630000ba8aec79d2d16a583f81162f4fe3,2927413,gratis,https://open.spotify.com/episode/5rqf01Cqjl2PPrhv9My5Np
11: Un té con los huevos,Las Vegas,2018,https://letterboxd.com/film/las-vegas/,2018-05-18,https://i.scdn.co/image/ab6765630000ba8a24f1a9822db7895a52f4ecc3,2790323,gratis,https://open.spotify.com/episode/5hPkTkCAiE6jXbFU6920e9
12: Smell-O-Vision,Isle of Dogs,2018,https://letterboxd.com/film/isle-of-dogs-2018/,2018-05-25,https://i.scdn.co/image/ab6765630000ba8af0f3d5ac3d08b4c34f073939,3549023,gratis,https://open.spotify.com/episode/5uiU68cIICqeE5jodcjTIk
13: El duende resfriado,Revenge,2017,https://letterboxd.com/film/revenge-2017/,2018-06-01,https://i.scdn.co/image/ab6765630000ba8a231cf8785d570edfb5a0812e,3345503,gratis,https://open.spotify.com/episode/30REsGPapnfSYWsp1ns4SL
14: Piñón Fijo sin maquillaje,Hereditary,2018,https://letterboxd.com/film/hereditary/,2018-06-08,https://i.scdn.co/image/ab6765630000ba8a9d7a7f2b6c9cdbf0c9578edd,3181062,gratis,https://open.spotify.com/episode/1gfxAbHICSpWZ2SwY1IBvO
16: Gritándole a una nube,Hereditary,2018,https://letterboxd.com/film/hereditary/,2018-06-22,https://i.scdn.co/image/ab6765630000ba8a14ed7d69622850de45d525fd,3091567,gratis,https://open.spotify.com/episode/28dsW72YsE9p1yITARcCaE
15: Violencia en el bosque ATR,The Ritual,2017,https://letterboxd.com/film/the-ritual-2017/,2018-06-15,https://i.scdn.co/image/ab6765630000ba8a4b14e1437e7bb3fefac33458,3219932,gratis,https://open.spotify.com/episode/1c5yIXJfyZCSIEwhwPW6ps
17: Ayer Trasnoche: 1993,Army of Darkness,1992,https://letterboxd.com/film/army-of-darkness/,2018-07-02,https://i.scdn.co/image/ab6765630000ba8ab61459b3bcd35549b58315fc,2576563,gratis,https://open.spotify.com/episode/6P0X0ae0eIyJGDg0Rm0TqD
18: Sanguchitos de miga,The First Purge,2018,https://letterboxd.com/film/the-first-purge/,2018-07-06,https://i.scdn.co/image/ab6765630000ba8a83866562fa5ba99d6cc1b1db,2501043,gratis,https://open.spotify.com/episode/1kOtUIf66ixAtTjsATmFqe
19: El Plusmar de Chéjov,Friday the 13th,1980,https://letterboxd.com/film/friday-the-13th/,2018-07-13,https://i.scdn.co/image/ab6765630000ba8a690f5cad23183b2f90364b40,4044566,gratis,https://open.spotify.com/episode/05FjBO49rPfZdEGtop8hb2
20: Hoy Poronga,Bañeros 5: Lentos y cargosos,2018,https://letterboxd.com/film/baneros-5-lentos-y-cargosos/,2018-07-20,https://i.scdn.co/image/ab6765630000ba8a98b215450e576bc3854a492c,3191511,gratis,https://open.spotify.com/episode/1JTvuDVt3S9p3C4LElrW3x
21: Usted decide,Disobedience,2017,https://letterboxd.com/film/disobedience-2017/,2018-08-03,https://i.scdn.co/image/ab6765630000ba8ad91acb2f301390e395578513,2677918,gratis,https://open.spotify.com/episode/6LhaZS0mxQBwzXizBOF8D1
22: Nenucos para empalar,El Ángel,2018,https://letterboxd.com/film/el-angel-2018/,2018-08-10,https://i.scdn.co/image/ab6765630000ba8a13726aae9111e042ec22bbe2,3110349,gratis,https://open.spotify.com/episode/4ZJYpWOrkgTF2lxx9Nv5oI
23: Prejuzgando gente en una plaza,My Masterpiece,2018,https://letterboxd.com/film/my-masterpiece/,2018-08-17,https://i.scdn.co/image/ab6765630000ba8a194f155f82e24852290d6be7,3043057,gratis,https://open.spotify.com/episode/4943HtX54TYEuyt3giNI4P
24: El capítulo videoclub (Vol. 2),The Tale,2018,https://letterboxd.com/film/the-tale/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),Beast,2017,https://letterboxd.com/film/beast-2017/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),Puppet Master: The Littlest Reich,2018,https://letterboxd.com/film/puppet-master-the-littlest-reich/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),Upgrade,2018,https://letterboxd.com/film/upgrade/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),To All the Boys I've Loved Before,2018,https://letterboxd.com/film/to-all-the-boys-ive-loved-before/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),Heavy Trip,2018,https://letterboxd.com/film/heavy-trip/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),The Death of Stalin,2017,https://letterboxd.com/film/the-death-of-stalin/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),Unsane,2018,https://letterboxd.com/film/unsane/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
24: El capítulo videoclub (Vol. 2),The Meg,2018,https://letterboxd.com/film/the-meg/,2018-08-24,https://i.scdn.co/image/ab6765630000ba8ac7f1a05797133b0ec02bdae5,3641052,gratis,https://open.spotify.com/episode/6FOlV3UCKDOobMcLqnBEdn
Monjas chanchitas,Everybody Knows,2018,https://letterboxd.com/film/everybody-knows/,2018-09-07,https://i.scdn.co/image/ab6765630000ba8a4199d7a925600d76e494fa3f,2784079,gratis,https://open.spotify.com/episode/1eeD4GHi1f1RG246YSMQgz
Monjas chanchitas,The Nun,2018,https://letterboxd.com/film/the-nun-2018/,2018-09-07,https://i.scdn.co/image/ab6765630000ba8a4199d7a925600d76e494fa3f,2784079,gratis,https://open.spotify.com/episode/1eeD4GHi1f1RG246YSMQgz
25: Ayer Trasnoche: 1984,Summer of 84,2018,https://letterboxd.com/film/summer-of-84/,2018-09-14,https://i.scdn.co/image/ab6765630000ba8a9d6714480e82cb77f0509ae3,3190047,gratis,https://open.spotify.com/episode/43hl3SlEwvqWjrQiN81InA
26: Tradi,Soledad,2018,https://letterboxd.com/film/soledad-2018/,2018-09-21,https://i.scdn.co/image/ab6765630000ba8a7d748832d4ec0713cc3d250b,2404232,gratis,https://open.spotify.com/episode/144hnTv7vi6M6gNks179e4
"27: John y Nico, Nico y John",Mandy,2018,https://letterboxd.com/film/mandy-2018/,2018-09-28,https://i.scdn.co/image/ab6765630000ba8a3e114d61e8205399712c513f,2511020,gratis,https://open.spotify.com/episode/5f1RVNVI3FErIR67R77f2P
28: Pequeño pero mayor,A Star Is Born,2018,https://letterboxd.com/film/a-star-is-born-2018/,2018-10-12,https://i.scdn.co/image/ab6765630000ba8aa93f4663f078aab8e676cac7,2732173,gratis,https://open.spotify.com/episode/5P5yUy6ojLt2nGYgthwpCX
28: Pequeño pero mayor,El Potro: lo mejor del amor,2018,https://letterboxd.com/film/el-potro-unstoppable/,2018-10-12,https://i.scdn.co/image/ab6765630000ba8aa93f4663f078aab8e676cac7,2732173,gratis,https://open.spotify.com/episode/5P5yUy6ojLt2nGYgthwpCX
29: Casi Bruce Lee,Hold the Dark,2018,https://letterboxd.com/film/hold-the-dark/,2018-10-19,https://i.scdn.co/image/ab6765630000ba8a196fc1a5df6bb19bfb9ba5f9,3179233,gratis,https://open.spotify.com/episode/3hdQF2NX90av7XCm6YSRDA
29: Casi Bruce Lee,Sorry to Bother You,2018,https://letterboxd.com/film/sorry-to-bother-you/,2018-10-19,https://i.scdn.co/image/ab6765630000ba8a196fc1a5df6bb19bfb9ba5f9,3179233,gratis,https://open.spotify.com/episode/3hdQF2NX90av7XCm6YSRDA
Halloween,Halloween,2018,https://letterboxd.com/film/halloween-2018/,2018-10-26,https://i.scdn.co/image/ab6765630000ba8ae1e56a161b8adb6ff8cb07ab,3020983,gratis,https://open.spotify.com/episode/1GaiLH1tE5X0Aisx4g0tpT
Hoy Bulsara,Bohemian Rhapsody,2018,https://letterboxd.com/film/bohemian-rhapsody/,2018-11-02,https://i.scdn.co/image/ab6765630000ba8a9c237de21f23328450da1b76,4577750,gratis,https://open.spotify.com/episode/3cNHKhT0JZzIThiHopE9mB
Nazis malos,BlacKkKlansman,2018,https://letterboxd.com/film/blackkklansman/,2018-11-16,https://i.scdn.co/image/ab6765630000ba8a72e27531d97b72a68f1d52ce,2862811,gratis,https://open.spotify.com/episode/0qy6QAU8ImubH2Y5yiISSv
Por vía alternativa,The Other Side of the Wind,2018,https://letterboxd.com/film/the-other-side-of-the-wind/,2018-11-23,https://i.scdn.co/image/ab6765630000ba8ad783827f4b659db2dcb5f1c8,3253917,gratis,https://open.spotify.com/episode/07YTqPPqkNeXy6x5cLjO6k
Por vía alternativa,The Ballad of Buster Scruggs,2018,https://letterboxd.com/film/the-ballad-of-buster-scruggs/,2018-11-23,https://i.scdn.co/image/ab6765630000ba8ad783827f4b659db2dcb5f1c8,3253917,gratis,https://open.spotify.com/episode/07YTqPPqkNeXy6x5cLjO6k
La luna no es una estrella,First Man,2018,https://letterboxd.com/film/first-man/,2018-11-30,https://i.scdn.co/image/ab6765630000ba8af88c3b417d16f2949d88669a,2449920,gratis,https://open.spotify.com/episode/0jLurQFEUrAnb6RPKeCIv6
Espiritismo,Suspiria,2018,https://letterboxd.com/film/suspiria-2018/,2019-02-01,https://i.scdn.co/image/ab6765630000ba8ae1050ef79901f12f333e769c,3089253,gratis,https://open.spotify.com/episode/2MkuT6IuG4wYMIeUdhGpJT
Ese premio se hizo caca,The Favourite,2018,https://letterboxd.com/film/the-favourite/,2019-02-09,https://i.scdn.co/image/ab6765630000ba8a2106f8f3fb8445186dcb4749,2763054,gratis,https://open.spotify.com/episode/6mmkx0ozRLJtYuJaKzobN2
Jugo cadavérico,Green Book,2018,https://letterboxd.com/film/green-book/,2019-02-15,https://i.scdn.co/image/ab6765630000ba8a433f4f71698b895390799430,2372061,gratis,https://open.spotify.com/episode/6rcDirgCFSa8viz41bUsez
Hoy Trastorrent,Border,2018,https://letterboxd.com/film/border-2018/,2019-03-15,https://i.scdn.co/image/ab6765630000ba8a3a8b9ad78c3ff371b2a5a00e,4393980,gratis,https://open.spotify.com/episode/0UCbmETnuNtuwWzVelnf0p
Hoy Trastorrent,Leaving Neverland,2019,https://letterboxd.com/film/leaving-neverland/,2019-03-15,https://i.scdn.co/image/ab6765630000ba8a3a8b9ad78c3ff371b2a5a00e,4393980,gratis,https://open.spotify.com/episode/0UCbmETnuNtuwWzVelnf0p
Hoy Trastorrent,Lords of Chaos,2018,https://letterboxd.com/film/lords-of-chaos/,2019-03-15,https://i.scdn.co/image/ab6765630000ba8a3a8b9ad78c3ff371b2a5a00e,4393980,gratis,https://open.spotify.com/episode/0UCbmETnuNtuwWzVelnf0p
A veces la tía Marta hace cosas horrorosas,Us,2019,https://letterboxd.com/film/us-2019/,2019-03-22,https://i.scdn.co/image/ab6765630000ba8aba5c32212c2fd5d5858bc34d,2805657,gratis,https://open.spotify.com/episode/5CTlxeXpiEgwq3edOv2dKf
¿Y esta poronga?,The Dirt,2019,https://letterboxd.com/film/the-dirt/,2019-03-29,https://i.scdn.co/image/ab6765630000ba8a8f9bec94d9bb40c3697f58ac,3693401,gratis,https://open.spotify.com/episode/36QlGbLnnkvltwbQ4vskLF
¿Y esta poronga?,Dragged Across Concrete,2018,https://letterboxd.com/film/dragged-across-concrete/,2019-03-29,https://i.scdn.co/image/ab6765630000ba8a8f9bec94d9bb40c3697f58ac,3693401,gratis,https://open.spotify.com/episode/36QlGbLnnkvltwbQ4vskLF
"No es un bigote de Hitler, es caca",4x4,2019,https://letterboxd.com/film/4x4/,2019-04-19,https://i.scdn.co/image/ab6765630000ba8a72321c971ca1c5f353c688e9,2948153,gratis,https://open.spotify.com/episode/4suDLbiv2eCb4iYWsADnVp
"No es un bigote de Hitler, es caca",Vox Lux,2018,https://letterboxd.com/film/vox-lux/,2019-04-19,https://i.scdn.co/image/ab6765630000ba8a72321c971ca1c5f353c688e9,2948153,gratis,https://open.spotify.com/episode/4suDLbiv2eCb4iYWsADnVp
"No es un bigote de Hitler, es caca",They Shall Not Grow Old,2018,https://letterboxd.com/film/they-shall-not-grow-old/,2019-04-19,https://i.scdn.co/image/ab6765630000ba8a72321c971ca1c5f353c688e9,2948153,gratis,https://open.spotify.com/episode/4suDLbiv2eCb4iYWsADnVp
¡No puedo creer que no sea una venérea!,El hijo,2019,https://letterboxd.com/film/the-son-2019/,2019-05-03,https://i.scdn.co/image/ab6765630000ba8aadf6710ea1e26abadedc9f53,3149270,gratis,https://open.spotify.com/episode/24fpCY3XuL6nLYFfnYHwHy
Muere Marvel Muere,"Muere, monstruo, muere",2018,https://letterboxd.com/film/murder-me-monster/,2019-05-10,https://i.scdn.co/image/ab6765630000ba8a87a714cb77473810bf2384a3,3625927,gratis,https://open.spotify.com/episode/6AF8kCxuW3jCMvqRlX2gdS
